training objective,layer,variables localized,accuracy,model index,size
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,,0.9340000152587892,275,4
"Prefer Circularity (0.5, 0.4, 0.3)",,,0.5550000071525574,275,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,,0.921999990940094,275,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,,0.9240000247955322,275,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,,0.912999987602234,275,4
"Prefer Circularity (0.5, 0.4, 0.3)",,,0.5419999957084656,275,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,"Circularity, Area",0.9259999990463256,275,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,"Circularity, Area",0.8999999761581421,275,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,"Circularity, Area",0.8980000019073486,275,4
"Prefer Circularity (0.5, 0.4, 0.3)",,"Circularity, Area",0.7310000061988831,275,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,,0.9350000023841858,275,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,,0.9240000247955322,275,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,,0.8579999804496765,275,4
"Prefer Circularity (0.5, 0.4, 0.3)",,,0.7450000047683716,275,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,Circularity,0.9110000133514404,275,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,Circularity,0.8700000047683716,275,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,Circularity,0.8880000114440918,275,4
"Prefer Circularity (0.5, 0.4, 0.3)",,Circularity,0.6520000100135803,275,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,Color,0.9610000252723694,275,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,Color,0.9660000205039978,275,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,Color,0.9350000023841858,275,4
"Prefer Circularity (0.5, 0.4, 0.3)",,Color,0.6129999756813049,275,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,Area,0.9509999752044678,275,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,Area,0.944000005722046,275,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,Area,0.9020000100135804,275,4
"Prefer Circularity (0.5, 0.4, 0.3)",,Area,0.7730000019073486,275,4
"Equal (0.4, 0.4, 0.4)",conv1,,0.9340000152587892,276,4
"Equal (0.4, 0.4, 0.4)",conv2,,0.9419999718666076,276,4
"Equal (0.4, 0.4, 0.4)",conv3,,0.9340000152587892,276,4
"Equal (0.4, 0.4, 0.4)",,,0.6620000004768372,276,4
"Equal (0.4, 0.4, 0.4)",conv1,,0.9010000228881836,276,4
"Equal (0.4, 0.4, 0.4)",conv2,,0.9100000262260436,276,4
"Equal (0.4, 0.4, 0.4)",conv3,,0.8899999856948853,276,4
"Equal (0.4, 0.4, 0.4)",,,0.6809999942779541,276,4
"Equal (0.4, 0.4, 0.4)",conv1,"Circularity, Area",0.9340000152587892,276,4
"Equal (0.4, 0.4, 0.4)",conv2,"Circularity, Area",0.9110000133514404,276,4
"Equal (0.4, 0.4, 0.4)",conv3,"Circularity, Area",0.8920000195503235,276,4
"Equal (0.4, 0.4, 0.4)",,"Circularity, Area",0.6159999966621399,276,4
"Equal (0.4, 0.4, 0.4)",conv1,,0.9200000166893004,276,4
"Equal (0.4, 0.4, 0.4)",conv2,,0.8870000243186951,276,4
"Equal (0.4, 0.4, 0.4)",conv3,,0.8529999852180481,276,4
"Equal (0.4, 0.4, 0.4)",,,0.6480000019073486,276,4
"Equal (0.4, 0.4, 0.4)",conv1,Circularity,0.8889999985694885,276,4
"Equal (0.4, 0.4, 0.4)",conv2,Circularity,0.8790000081062317,276,4
"Equal (0.4, 0.4, 0.4)",conv3,Circularity,0.8669999837875366,276,4
"Equal (0.4, 0.4, 0.4)",,Circularity,0.7080000042915344,276,4
"Equal (0.4, 0.4, 0.4)",conv1,Color,0.953000009059906,276,4
"Equal (0.4, 0.4, 0.4)",conv2,Color,0.9470000267028807,276,4
"Equal (0.4, 0.4, 0.4)",conv3,Color,0.9369999766349792,276,4
"Equal (0.4, 0.4, 0.4)",,Color,0.671999990940094,276,4
"Equal (0.4, 0.4, 0.4)",conv1,Area,0.9350000023841858,276,4
"Equal (0.4, 0.4, 0.4)",conv2,Area,0.9190000295639038,276,4
"Equal (0.4, 0.4, 0.4)",conv3,Area,0.8980000019073486,276,4
"Equal (0.4, 0.4, 0.4)",,Area,0.6340000033378601,276,4
"Prefer Area (0.3, 0.4, 0.5)",conv1,,0.9110000133514404,277,4
"Prefer Area (0.3, 0.4, 0.5)",conv2,,0.9539999961853028,277,4
"Prefer Area (0.3, 0.4, 0.5)",conv3,,0.9470000267028807,277,4
"Prefer Area (0.3, 0.4, 0.5)",,,0.7160000205039978,277,4
"Prefer Area (0.3, 0.4, 0.5)",conv1,,0.9120000004768372,277,4
"Prefer Area (0.3, 0.4, 0.5)",conv2,,0.9089999794960022,277,4
"Prefer Area (0.3, 0.4, 0.5)",conv3,,0.906000018119812,277,4
"Prefer Area (0.3, 0.4, 0.5)",,,0.6919999718666077,277,4
"Prefer Area (0.3, 0.4, 0.5)",conv1,"Circularity, Area",0.9449999928474426,277,4
"Prefer Area (0.3, 0.4, 0.5)",conv2,"Circularity, Area",0.9380000233650208,277,4
"Prefer Area (0.3, 0.4, 0.5)",conv3,"Circularity, Area",0.9169999957084656,277,4
"Prefer Area (0.3, 0.4, 0.5)",,"Circularity, Area",0.6119999885559082,277,4
"Prefer Area (0.3, 0.4, 0.5)",conv1,,0.915000021457672,277,4
"Prefer Area (0.3, 0.4, 0.5)",conv2,,0.9139999747276306,277,4
"Prefer Area (0.3, 0.4, 0.5)",conv3,,0.9010000228881836,277,4
"Prefer Area (0.3, 0.4, 0.5)",,,0.6439999938011169,277,4
"Prefer Area (0.3, 0.4, 0.5)",conv1,Circularity,0.9279999732971193,277,4
"Prefer Area (0.3, 0.4, 0.5)",conv2,Circularity,0.9100000262260436,277,4
"Prefer Area (0.3, 0.4, 0.5)",conv3,Circularity,0.9020000100135804,277,4
"Prefer Area (0.3, 0.4, 0.5)",,Circularity,0.6710000038146973,277,4
"Prefer Area (0.3, 0.4, 0.5)",conv1,Color,0.9710000157356262,277,4
"Prefer Area (0.3, 0.4, 0.5)",conv2,Color,0.9380000233650208,277,4
"Prefer Area (0.3, 0.4, 0.5)",conv3,Color,0.930999994277954,277,4
"Prefer Area (0.3, 0.4, 0.5)",,Color,0.7720000147819519,277,4
"Prefer Area (0.3, 0.4, 0.5)",conv1,Area,0.9169999957084656,277,4
"Prefer Area (0.3, 0.4, 0.5)",conv2,Area,0.9340000152587892,277,4
"Prefer Area (0.3, 0.4, 0.5)",conv3,Area,0.8980000019073486,277,4
"Prefer Area (0.3, 0.4, 0.5)",,Area,0.7139999866485596,277,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,,0.9210000038146972,278,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,,0.9390000104904176,278,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,,0.9319999814033508,278,4
"Prefer Circularity (0.5, 0.4, 0.3)",,,0.6690000295639038,278,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,,0.915000021457672,278,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,,0.915000021457672,278,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,,0.9089999794960022,278,4
"Prefer Circularity (0.5, 0.4, 0.3)",,,0.6740000247955322,278,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,"Circularity, Area",0.9300000071525574,278,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,"Circularity, Area",0.9049999713897704,278,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,"Circularity, Area",0.9070000052452089,278,4
"Prefer Circularity (0.5, 0.4, 0.3)",,"Circularity, Area",0.593999981880188,278,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,,0.9200000166893004,278,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,,0.8840000033378601,278,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,,0.8859999775886536,278,4
"Prefer Circularity (0.5, 0.4, 0.3)",,,0.6859999895095825,278,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,Circularity,0.8939999938011169,278,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,Circularity,0.871999979019165,278,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,Circularity,0.8619999885559082,278,4
"Prefer Circularity (0.5, 0.4, 0.3)",,Circularity,0.7570000290870667,278,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,Color,0.9610000252723694,278,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,Color,0.9480000138282776,278,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,Color,0.9279999732971193,278,4
"Prefer Circularity (0.5, 0.4, 0.3)",,Color,0.7870000004768372,278,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,Area,0.9480000138282776,278,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,Area,0.9509999752044678,278,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,Area,0.9070000052452089,278,4
"Prefer Circularity (0.5, 0.4, 0.3)",,Area,0.7459999918937683,278,4
"Equal (0.4, 0.4, 0.4)",conv1,,0.9369999766349792,279,4
"Equal (0.4, 0.4, 0.4)",conv2,,0.949999988079071,279,4
"Equal (0.4, 0.4, 0.4)",conv3,,0.9300000071525574,279,4
"Equal (0.4, 0.4, 0.4)",,,0.7049999833106995,279,4
"Equal (0.4, 0.4, 0.4)",conv1,,0.8989999890327454,279,4
"Equal (0.4, 0.4, 0.4)",conv2,,0.9160000085830688,279,4
"Equal (0.4, 0.4, 0.4)",conv3,,0.8730000257492065,279,4
"Equal (0.4, 0.4, 0.4)",,,0.7480000257492065,279,4
"Equal (0.4, 0.4, 0.4)",conv1,"Circularity, Area",0.9210000038146972,279,4
"Equal (0.4, 0.4, 0.4)",conv2,"Circularity, Area",0.9269999861717224,279,4
"Equal (0.4, 0.4, 0.4)",conv3,"Circularity, Area",0.915000021457672,279,4
"Equal (0.4, 0.4, 0.4)",,"Circularity, Area",0.6340000033378601,279,4
"Equal (0.4, 0.4, 0.4)",conv1,,0.9190000295639038,279,4
"Equal (0.4, 0.4, 0.4)",conv2,,0.9160000085830688,279,4
"Equal (0.4, 0.4, 0.4)",conv3,,0.8920000195503235,279,4
"Equal (0.4, 0.4, 0.4)",,,0.656000018119812,279,4
"Equal (0.4, 0.4, 0.4)",conv1,Circularity,0.8939999938011169,279,4
"Equal (0.4, 0.4, 0.4)",conv2,Circularity,0.8889999985694885,279,4
"Equal (0.4, 0.4, 0.4)",conv3,Circularity,0.8550000190734863,279,4
"Equal (0.4, 0.4, 0.4)",,Circularity,0.6940000057220459,279,4
"Equal (0.4, 0.4, 0.4)",conv1,Color,0.9520000219345092,279,4
"Equal (0.4, 0.4, 0.4)",conv2,Color,0.9649999737739564,279,4
"Equal (0.4, 0.4, 0.4)",conv3,Color,0.9319999814033508,279,4
"Equal (0.4, 0.4, 0.4)",,Color,0.7260000109672546,279,4
"Equal (0.4, 0.4, 0.4)",conv1,Area,0.9369999766349792,279,4
"Equal (0.4, 0.4, 0.4)",conv2,Area,0.9419999718666076,279,4
"Equal (0.4, 0.4, 0.4)",conv3,Area,0.8799999952316284,279,4
"Equal (0.4, 0.4, 0.4)",,Area,0.699999988079071,279,4
"Prefer Area (0.3, 0.4, 0.5)",conv1,,0.9390000104904176,280,4
"Prefer Area (0.3, 0.4, 0.5)",conv2,,0.9539999961853028,280,4
"Prefer Area (0.3, 0.4, 0.5)",conv3,,0.953000009059906,280,4
"Prefer Area (0.3, 0.4, 0.5)",,,0.7580000162124634,280,4
"Prefer Area (0.3, 0.4, 0.5)",conv1,,0.9079999923706056,280,4
"Prefer Area (0.3, 0.4, 0.5)",conv2,,0.9110000133514404,280,4
"Prefer Area (0.3, 0.4, 0.5)",conv3,,0.8870000243186951,280,4
"Prefer Area (0.3, 0.4, 0.5)",,,0.7459999918937683,280,4
"Prefer Area (0.3, 0.4, 0.5)",conv1,"Circularity, Area",0.9350000023841858,280,4
"Prefer Area (0.3, 0.4, 0.5)",conv2,"Circularity, Area",0.9390000104904176,280,4
"Prefer Area (0.3, 0.4, 0.5)",conv3,"Circularity, Area",0.9240000247955322,280,4
"Prefer Area (0.3, 0.4, 0.5)",,"Circularity, Area",0.5929999947547913,280,4
"Prefer Area (0.3, 0.4, 0.5)",conv1,,0.9100000262260436,280,4
"Prefer Area (0.3, 0.4, 0.5)",conv2,,0.9240000247955322,280,4
"Prefer Area (0.3, 0.4, 0.5)",conv3,,0.8899999856948853,280,4
"Prefer Area (0.3, 0.4, 0.5)",,,0.746999979019165,280,4
"Prefer Area (0.3, 0.4, 0.5)",conv1,Circularity,0.9049999713897704,280,4
"Prefer Area (0.3, 0.4, 0.5)",conv2,Circularity,0.9210000038146972,280,4
"Prefer Area (0.3, 0.4, 0.5)",conv3,Circularity,0.9049999713897704,280,4
"Prefer Area (0.3, 0.4, 0.5)",,Circularity,0.6809999942779541,280,4
"Prefer Area (0.3, 0.4, 0.5)",conv1,Color,0.9589999914169312,280,4
"Prefer Area (0.3, 0.4, 0.5)",conv2,Color,0.9660000205039978,280,4
"Prefer Area (0.3, 0.4, 0.5)",conv3,Color,0.9399999976158142,280,4
"Prefer Area (0.3, 0.4, 0.5)",,Color,0.6420000195503235,280,4
"Prefer Area (0.3, 0.4, 0.5)",conv1,Area,0.9319999814033508,280,4
"Prefer Area (0.3, 0.4, 0.5)",conv2,Area,0.930999994277954,280,4
"Prefer Area (0.3, 0.4, 0.5)",conv3,Area,0.878000020980835,280,4
"Prefer Area (0.3, 0.4, 0.5)",,Area,0.671999990940094,280,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,,0.9160000085830688,281,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,,0.9229999780654908,281,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,,0.959999978542328,281,4
"Prefer Circularity (0.5, 0.4, 0.3)",,,0.6079999804496765,281,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,,0.9179999828338624,281,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,,0.921999990940094,281,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,,0.8989999890327454,281,4
"Prefer Circularity (0.5, 0.4, 0.3)",,,0.7990000247955322,281,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,"Circularity, Area",0.9120000004768372,281,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,"Circularity, Area",0.9179999828338624,281,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,"Circularity, Area",0.8650000095367432,281,4
"Prefer Circularity (0.5, 0.4, 0.3)",,"Circularity, Area",0.6949999928474426,281,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,,0.9330000281333924,281,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,,0.9179999828338624,281,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,,0.8709999918937683,281,4
"Prefer Circularity (0.5, 0.4, 0.3)",,,0.7049999833106995,281,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,Circularity,0.8830000162124634,281,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,Circularity,0.8980000019073486,281,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,Circularity,0.8640000224113464,281,4
"Prefer Circularity (0.5, 0.4, 0.3)",,Circularity,0.6759999990463257,281,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,Color,0.968999981880188,281,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,Color,0.9549999833106996,281,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,Color,0.9300000071525574,281,4
"Prefer Circularity (0.5, 0.4, 0.3)",,Color,0.7310000061988831,281,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,Area,0.9399999976158142,281,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,Area,0.9480000138282776,281,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,Area,0.8989999890327454,281,4
"Prefer Circularity (0.5, 0.4, 0.3)",,Area,0.7789999842643738,281,4
"Equal (0.4, 0.4, 0.4)",conv1,,0.9409999847412108,282,4
"Equal (0.4, 0.4, 0.4)",conv2,,0.925000011920929,282,4
"Equal (0.4, 0.4, 0.4)",conv3,,0.9449999928474426,282,4
"Equal (0.4, 0.4, 0.4)",,,0.7059999704360962,282,4
"Equal (0.4, 0.4, 0.4)",conv1,,0.921999990940094,282,4
"Equal (0.4, 0.4, 0.4)",conv2,,0.9229999780654908,282,4
"Equal (0.4, 0.4, 0.4)",conv3,,0.8700000047683716,282,4
"Equal (0.4, 0.4, 0.4)",,,0.7170000076293945,282,4
"Equal (0.4, 0.4, 0.4)",conv1,"Circularity, Area",0.9380000233650208,282,4
"Equal (0.4, 0.4, 0.4)",conv2,"Circularity, Area",0.9290000200271606,282,4
"Equal (0.4, 0.4, 0.4)",conv3,"Circularity, Area",0.8930000066757202,282,4
"Equal (0.4, 0.4, 0.4)",,"Circularity, Area",0.621999979019165,282,4
"Equal (0.4, 0.4, 0.4)",conv1,,0.925000011920929,282,4
"Equal (0.4, 0.4, 0.4)",conv2,,0.9120000004768372,282,4
"Equal (0.4, 0.4, 0.4)",conv3,,0.8700000047683716,282,4
"Equal (0.4, 0.4, 0.4)",,,0.6079999804496765,282,4
"Equal (0.4, 0.4, 0.4)",conv1,Circularity,0.9110000133514404,282,4
"Equal (0.4, 0.4, 0.4)",conv2,Circularity,0.9169999957084656,282,4
"Equal (0.4, 0.4, 0.4)",conv3,Circularity,0.8579999804496765,282,4
"Equal (0.4, 0.4, 0.4)",,Circularity,0.7239999771118164,282,4
"Equal (0.4, 0.4, 0.4)",conv1,Color,0.9580000042915344,282,4
"Equal (0.4, 0.4, 0.4)",conv2,Color,0.9480000138282776,282,4
"Equal (0.4, 0.4, 0.4)",conv3,Color,0.9470000267028807,282,4
"Equal (0.4, 0.4, 0.4)",,Color,0.7670000195503235,282,4
"Equal (0.4, 0.4, 0.4)",conv1,Area,0.9419999718666076,282,4
"Equal (0.4, 0.4, 0.4)",conv2,Area,0.9480000138282776,282,4
"Equal (0.4, 0.4, 0.4)",conv3,Area,0.8870000243186951,282,4
"Equal (0.4, 0.4, 0.4)",,Area,0.7200000286102295,282,4
"Prefer Area (0.3, 0.4, 0.5)",conv1,,0.9459999799728394,283,4
"Prefer Area (0.3, 0.4, 0.5)",conv2,,0.949999988079071,283,4
"Prefer Area (0.3, 0.4, 0.5)",conv3,,0.9570000171661376,283,4
"Prefer Area (0.3, 0.4, 0.5)",,,0.5049999952316284,283,4
"Prefer Area (0.3, 0.4, 0.5)",conv1,,0.9190000295639038,283,4
"Prefer Area (0.3, 0.4, 0.5)",conv2,,0.9070000052452089,283,4
"Prefer Area (0.3, 0.4, 0.5)",conv3,,0.8889999985694885,283,4
"Prefer Area (0.3, 0.4, 0.5)",,,0.6850000023841858,283,4
"Prefer Area (0.3, 0.4, 0.5)",conv1,"Circularity, Area",0.944000005722046,283,4
"Prefer Area (0.3, 0.4, 0.5)",conv2,"Circularity, Area",0.9459999799728394,283,4
"Prefer Area (0.3, 0.4, 0.5)",conv3,"Circularity, Area",0.9269999861717224,283,4
"Prefer Area (0.3, 0.4, 0.5)",,"Circularity, Area",0.6190000176429749,283,4
"Prefer Area (0.3, 0.4, 0.5)",conv1,,0.9160000085830688,283,4
"Prefer Area (0.3, 0.4, 0.5)",conv2,,0.8980000019073486,283,4
"Prefer Area (0.3, 0.4, 0.5)",conv3,,0.8920000195503235,283,4
"Prefer Area (0.3, 0.4, 0.5)",,,0.5640000104904175,283,4
"Prefer Area (0.3, 0.4, 0.5)",conv1,Circularity,0.915000021457672,283,4
"Prefer Area (0.3, 0.4, 0.5)",conv2,Circularity,0.9240000247955322,283,4
"Prefer Area (0.3, 0.4, 0.5)",conv3,Circularity,0.9290000200271606,283,4
"Prefer Area (0.3, 0.4, 0.5)",,Circularity,0.781000018119812,283,4
"Prefer Area (0.3, 0.4, 0.5)",conv1,Color,0.9539999961853028,283,4
"Prefer Area (0.3, 0.4, 0.5)",conv2,Color,0.9539999961853028,283,4
"Prefer Area (0.3, 0.4, 0.5)",conv3,Color,0.9480000138282776,283,4
"Prefer Area (0.3, 0.4, 0.5)",,Color,0.7429999709129333,283,4
"Prefer Area (0.3, 0.4, 0.5)",conv1,Area,0.9380000233650208,283,4
"Prefer Area (0.3, 0.4, 0.5)",conv2,Area,0.9369999766349792,283,4
"Prefer Area (0.3, 0.4, 0.5)",conv3,Area,0.890999972820282,283,4
"Prefer Area (0.3, 0.4, 0.5)",,Area,0.6710000038146973,283,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,,0.9200000166893004,284,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,,0.9459999799728394,284,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,,0.9240000247955322,284,4
"Prefer Circularity (0.5, 0.4, 0.3)",,,0.6600000262260437,284,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,,0.9089999794960022,284,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,,0.9160000085830688,284,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,,0.9010000228881836,284,4
"Prefer Circularity (0.5, 0.4, 0.3)",,,0.6069999933242798,284,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,"Circularity, Area",0.9319999814033508,284,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,"Circularity, Area",0.9070000052452089,284,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,"Circularity, Area",0.9089999794960022,284,4
"Prefer Circularity (0.5, 0.4, 0.3)",,"Circularity, Area",0.7590000033378601,284,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,,0.9139999747276306,284,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,,0.9100000262260436,284,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,,0.8949999809265137,284,4
"Prefer Circularity (0.5, 0.4, 0.3)",,,0.6660000085830688,284,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,Circularity,0.912999987602234,284,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,Circularity,0.8989999890327454,284,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,Circularity,0.8600000143051147,284,4
"Prefer Circularity (0.5, 0.4, 0.3)",,Circularity,0.6759999990463257,284,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,Color,0.9520000219345092,284,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,Color,0.9419999718666076,284,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,Color,0.9200000166893004,284,4
"Prefer Circularity (0.5, 0.4, 0.3)",,Color,0.7730000019073486,284,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,Area,0.9419999718666076,284,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,Area,0.9480000138282776,284,4
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,Area,0.9210000038146972,284,4
"Prefer Circularity (0.5, 0.4, 0.3)",,Area,0.8309999704360962,284,4
"Equal (0.4, 0.4, 0.4)",conv1,,0.9589999914169312,285,4
"Equal (0.4, 0.4, 0.4)",conv2,,0.9399999976158142,285,4
"Equal (0.4, 0.4, 0.4)",conv3,,0.9279999732971193,285,4
"Equal (0.4, 0.4, 0.4)",,,0.8519999980926514,285,4
"Equal (0.4, 0.4, 0.4)",conv1,,0.9229999780654908,285,4
